,claim,simple_sentence,truth_value,source
2747,"Actor Ben Stiller came to Ukraine The day before, Ben Stiller, as a UN goodwill ambassador, met with Ukrainian refugees in the Polish city of Rzeszów. And today he was spotted in Lviv","Actor Ben Stiller came to Ukraine The day before, Ben Stiller, as a UN goodwill ambassador, met with Ukrainian refugees in the Polish city of Rzeszów. And today he was spotted in Lviv",meter-true,nrpublic
2748,"The Ukrainian court banned the political party ""Opposition Platform - For Life""","The Ukrainian court banned the political party ""Opposition Platform - For Life""",meter-true,nrpublic
2749,Biden: It is very likely that Ukraine will become a member of the European Union,Biden: It is very likely that Ukraine will become a member of the European Union,meter-true,nrpublic
2750,Biden said that he is unlikely to come to Ukraine in the near future,Biden said that he is unlikely to come to Ukraine in the near future,meter-true,nrpublic
2751,Renaming of streets in Kyiv: Pushkinska - Chikalenko; Lev Tolstoy - Ukrainian Heroes; Moskovskaya - Princes of Ostrog; Smolensk - Brodsky families; Petersburg - London.,Renaming of streets in Kyiv: Pushkinska - Chikalenko; Lev Tolstoy - Ukrainian Heroes; Moskovskaya - Princes of Ostrog; Smolensk - Brodsky families; Petersburg - London.,meter-true,nrpublic
2752,"Ukraine plans to complete 7 steps on the way to EU membership by the end of this year, said Olga Stefanyshyn, Deputy Prime Minister of Ukraine, Minister of European and Euro-Atlantic Integration of Ukraine.",Ukraine plans to complete 7 steps on the way to EU membership by the end of this year  said Olga Stefanyshyn  Deputy Prime Minister of Ukraine  Minister of European . Ukraine plans to complete 7 steps on the way to EU membership by the end of this year  said Olga Stefanyshyn  Deputy Prime Minister of Euro-Atlantic Integration of Ukraine . ,meter-true,nrpublic
2753,Maksym Galkin was excluded from the list of persons who threaten the national security of Ukraine,Maksym Galkin was excluded from the list of persons. Maksym Galkin threaten the national security of Ukraine. ,meter-true,nrpublic
2754,"The US may today announce a new aid package to Ukraine worth at least 500 million dollars, the supply will include MLRS and artillery ammunition - CNN.",The US may today announce a new aid package to Ukraine worth at least 500 million dollars  the supply will include MLRS - CNN . The US may today announce a new aid package to Ukraine worth at least 500 million dollars  the supply will include artillery ammunition - CNN . ,meter-true,nrpublic
2755,The European Broadcasting Union has finally confirmed that Eurovision 2023 will not be held in Ukraine,The European Broadcasting Union has finally confirmed that Eurovision 2023 will not be held in Ukraine,meter-true,nrpublic
2756,"The leaders of the European Union agreed on the granting of candidate status to Ukraine and Moldova as members of the union, said the head of the European Council, Charles Michel.",The leaders of the European Union agreed on the granting of candidate status to Ukraine as members of the union  said the head of the European Council  Charles Michel . The leaders of the European Union agreed on the granting of candidate status to Moldova as members of the union  said the head of the European Council  Charles Michel . ,meter-true,nrpublic
2757,Zelensky called granting Ukraine the status of a candidate for EU membership a historic moment,Zelensky called granting Ukraine the status of a candidate for EU membership a historic moment,meter-true,nrpublic
2758,The process of Ukraine joining the EU after acquiring candidate status will require the fulfillment of many conditions - Macron,The process of Ukraine joining the EU after acquiring candidate status will require the fulfillment of many conditions - Macron,meter-true,nrpublic
2759,"The United States is providing Ukraine with a new tranche of military aid worth $450 million, the White House announced. It will include MLRS, patrol boats and artillery ammunition.",The United States is providing Ukraine with a new tranche of military aid worth $ 450 million  the White House announced . It will include MLRS . The United States is providing Ukraine with a new tranche of military aid worth $ 450 million  the White House announced . It will include patrol boats . The United States is providing Ukraine with a new tranche of military aid worth $ 450 million  the White House announced . It will include artillery ammunition . ,meter-true,nrpublic
2760,The draft law on the ban on the departure of men during martial law has been submitted to the Council of Ukraine,The draft law on the ban on the departure of men during martial law has been submitted to the Council of Ukraine,meter-true,nrpublic
2761,The European Union will allocate 9 billion euros in financial aid to Ukraine,The European Union will allocate 9 billion euros in financial aid to Ukraine,meter-true,nrpublic
2762,"If Putin gets his way in Ukraine, it will be a long-term economic disaster - British Prime Minister Johnson.","If Putin gets his way in Ukraine, it will be a long-term economic disaster - British Prime Minister Johnson.",meter-true,nrpublic
2763,"The President of Ukraine dismissed the ambassadors of five countries. The reason is inefficient actions. Zelensky dismissed the extraordinary and plenipotentiary ambassadors of Ukraine in Georgia, Slovakia, Portugal, Iran and Lebanon by decree.","The President of Ukraine dismissed the ambassadors of five countries. The reason is inefficient actions. Zelensky dismissed the extraordinary and plenipotentiary ambassadors of Ukraine in Georgia, Slovakia, Portugal, Iran and Lebanon by decree.",meter-true,nrpublic
2764,Ukraine will receive a grant of 1 billion euros from Germany The money should be used to finance priority social and humanitarian expenses during martial law,Ukraine will receive a grant of 1 billion euros from Germany The money should be used to finance social priority expenses during martial law. Ukraine will receive a grant of 1 billion euros from Germany The money should be used to finance humanitarian priority expenses during martial law. ,meter-true,nrpublic
2765,"The USA and Germany agree on the need to reach a diplomatic settlement of the conflict in Ukraine, the White House announced after the talks between Biden and Scholz","The USA and Germany agree on the need to reach a diplomatic settlement of the conflict in Ukraine, the White House announced after the talks between Biden and Scholz",meter-true,nrpublic
2766,"The G7 countries will undertake to support Ukraine indefinitely, Bloomberg reports.",,meter-true,nrpublic
2767,"Russia is ready for negotiations with Ukraine, but not decorative ones, Moscow's conditions must be approved, Matvienko said",Russia is ready for negotiations with Ukraine. Not decorative ones  Moscow 's conditions must be approved  Matvienko said. ,meter-true,nrpublic
2768,"Russia's actions in Ukraine are not accidental, they were preceded by the actions of NATO and the West - Erdogan's representative.",Russia 's actions in Ukraine are not accidental  they were preceded by the actions of NATO . Russia 's actions in Ukraine are not accidental  they were preceded by the West - Erdogan 's representative . ,meter-true,nrpublic
2769,The governor of Luhansk region calls on civilians to urgently evacuate Lysychansk — Reuters,The governor of Luhansk region calls on civilians to urgently evacuate Lysychansk — Reuters,meter-true,nrpublic
2770,Ukraine terminates the validity of two agreements with Russia in the field of nuclear security,Ukraine terminates the validity of two agreements with Russia in the field of nuclear security,meter-true,nrpublic
2771,"Volodymyr Zelenskyy told the leaders of the ""Big Seven"" that he would like the end of hostilities in Ukraine by the end of the year, before the onset of winter, Reuters reports with reference to the words of two EU diplomats.","Volodymyr Zelenskyy told the leaders of the ""Big Seven"" that he would like the end of hostilities in Ukraine by the end of the year, before the onset of winter, Reuters reports with reference to the words of two EU diplomats.",meter-true,nrpublic
2772,Volodymyr Zelenskyy declared his readiness to respond with a blow to a hypothetical threat to Ukraine from Transnistria,Volodymyr Zelenskyy declared his readiness to respond with a blow to a hypothetical threat to Ukraine from Transnistria,meter-true,nrpublic
