,claim,truth_value,source
2413,"At a moment of global chaos, Biden seeks to telegraph leadership on the Russia conflict and action on the economy",meter-true,washington-post
2414,A new Pew Research Center survey reveals hesitation by NATO allies to use military force to defend Ukraine from Russia.,meter-true,washington-post
2415,International investigators were trying to secure the remains of all victims of the downed jet.,meter-true,washington-post
2416,undefined,meter-true,washington-post
2417,"Find multimedia and interactive features including photos, video and galleries on news, politics, travel, autos, movies, fashion, science and much more.",meter-true,washington-post
2418,"Sudarsan Raghavan is a correspondent at large for the Washington Post. He has reported from more than 65 nations on four continents. He has been based in Baghdad, Kabul, Cairo, Johannesburg, Madrid and Nairobi. He has covered the wars in Iraq and Afghanistan, the Israeli-Palestinian conflict, the 2011 Arab revolutions, as well as 17 African wars.",meter-true,washington-post
2419,"Souad Mekhennet is a correspondent on the national security desk. She is the author of ""I Was Told to Come Alone: My Journey Behind the Lines of Jihad,"" and she has reported on terrorism for the New York Times, the International Herald Tribune and NPR.",meter-true,washington-post
2420,Razzan Nakhlawi is a researcher on The Post's National Security desk.,meter-true,washington-post
2421,Rachel Hatzipanagos is a staff writer at The Washington Post. ,meter-true,washington-post
2422,"Paul Sonne covers national security, focusing on Russia and Europe. He previously reported for the Wall Street Journal from Moscow, London and Washington.",meter-true,washington-post
2423,"Mary Ilyushina, a reporter on the Foreign Desk of The Washington Post, covers Russia and the region. She began her career in independent Russian media before joining CNN’s Moscow bureau as a field producer in 2017. She has been with The Post since 2021. She speaks Russian, English, Ukrainian and Arabic.",meter-true,washington-post
2424,"Marc Lynch is a professor of political science and international affairs at George Washington University, where he is the director of the Project on Middle East Political Science. He is also a non-resident senior fellow at the Carnegie Middle East Program and the co-director of the Blogs and Bullets project at the U.S. Institute of Peace.",meter-true,washington-post
2425,"Maite Fernández Simon is a senior operations editor working with the Foreign and National Security teams at The Washington Post. Before The Post, she worked as an engagement strategist at CQ Roll Call. Previously, she worked in the nonprofit world, including a two-year stint as communications director for the International Center for Journalists. ",meter-true,washington-post
2426,"Liz Sly is a correspondent-at-large covering global affairs. She has spent more than 17 years covering the Middle East, including the first and second Iraq wars. Other postings include Washington, Africa, China, Afghanistan and Italy.",meter-true,washington-post
2427,"Karoun Demirjian is a Pentagon correspondent for the Post. She was previously a national security reporter covering Capitol Hill, focusing on defense, foreign affairs, intelligence and policy matters concerning the Justice Department. She began working for The Post based in its Moscow bureau.",meter-true,washington-post
2428,"Karoun Demirjian is a Pentagon correspondent for the Post. She was previously a national security reporter covering Capitol Hill, focusing on defense, foreign affairs, intelligence and policy matters concerning the Justice Department. She began working for The Post based in its Moscow bureau.",meter-true,washington-post
2429,"Karina Tsui is a reporting intern on The Washington Post’s Foreign desk. Before The Post, she was a Toni Stabile fellow for investigative reporting at Columbia Journalism School. ",meter-true,washington-post
2430,"Joby Warrick joined The Washington Post’s National staff in 1996. He has served with the Post's investigative and national security teams, and writes about the Middle East, terrorism and weapons proliferation. He is the author of three books, including “Black Flags: The Rise of ISIS,"" which was awarded a 2016 Pulitzer Prize for nonfiction.",meter-true,washington-post
2431,"Greg Miller is an investigative foreign correspondent based in London for The Washington Post and a two-time winner of the Pulitzer Prize. He is the author of “The Apprentice,” a book on Russia’s interference in the 2016 U.S. presidential race and the fallout under the Trump administration.",meter-true,washington-post
2432,"David J. Lynch is a staff writer on the financial desk who joined The Washington Post in November 2017 after working for the Financial Times, Bloomberg News and USA Today.",meter-true,washington-post
2433,David Ignatius writes a twice-a-week foreign affairs column for The Washington Post. His latest novel is “The Paladin.” ,meter-true,washington-post
2434,The Washington Post Magazine,meter-true,washington-post
2435,CIA director holds secret meeting with Zelensky on Russia’s next steps,meter-true,washington-post
2436,"One of the youngest casualties of the war, two-day-old Serhii was among the more than 440 Ukrainian children killed and hundreds more wounded so far as a result of Russia’s invasion.",meter-true,washington-post
2437,China’s opposition highlights how Beijing has tried to play both sides on Ukraine. The summit's final communique will likely have split language on the issue.,meter-true,washington-post
2438,"Despite striking gains by Ukraine in the war against Russia, U.S. officials still expect a long grueling fight.",meter-true,washington-post
2439,Oscar-nominated Den Tolmor was trying to finish his eight-part series about politics — and porn — in Ukraine. Then came war.,meter-true,washington-post
2440,"On the Ukraine battlefields, fighters from Chechnya line up for and against Russia, a nation that nearly bombed their homeland into oblivion ",meter-true,washington-post
2441,Ukrainian women are performing a variety of crucial roles in response to our country’s urgent situation — including on the front lines.,meter-true,washington-post
