,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
1892,"Says Ted Cruz’s father ""was with Lee Harvey Oswald"" before the assassination of President John F. Kennedy.",meter-false,2016,May,3
1893,"Says Donald Trump’s ""only economic agenda is imposing massive taxes on the American people with a 40 percent tax hike of a giant tariff.""",meter-mostly-true,2016,May,1
1894,"""When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.""",meter-mostly-true,2016,April,27
1895,"Says an array of statistics show that conditions in some parts of Baltimore rival that of ""the West Bank in Palestine,"" ""North Korea,"" and ""distressed cities in Nigeria, India, China and South Africa.""",meter-mostly-true,2016,April,24
1896,"""I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.""",meter-false,2016,April,27
1897,"Says President Barack Obama never said, ""No boots on the ground"" in Syria.",meter-false,2016,April,25
1898,"Marijuana is a Schedule I drug, ""which you understand means that you can’t do any research about it.""",meter-mostly-false,2016,April,21
1899,"Says Target installed urinals in a women’s bathroom to ""accommodate the ones who have giblets.""",meter-false,2016,April,22
1900,"""We know that Saudi Arabia started al-Qaida.""",meter-mostly-true,2016,April,24
1901,"""Under the federal Controlled Substance Act, marijuana is listed in the same Schedule I as heroin,"" even though ""marijuana is not a killer drug like heroin.""",meter-mostly-true,2016,March,26
1902,"""Studies have consistently failed to establish the existence of a link between the harshness of a country’s drug laws and its levels of drug use.""",meter-mostly-true,2016,April,19
1903,"""Andrew Jackson was the last president who actually balanced the federal budget, where we had no national debt.""",meter-mostly-true,2016,April,20
1904,"""We spend about 75 percent of the entire cost of the military aspect of NATO.""",meter-mostly-true,2016,April,14
1905,"In every ethics case that has resulted in a formal sanction, ""there's been an investigative subcommittee that's been established first.""",meter-mostly-true,2016,April,5
1906,"""For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks"" for incumbent Milwaukee County Executive Chris Abele.",meter-false,2016,April,5
1907,"Says the Congressional Budget Office ""is expecting a protracted economic malaise for at least the next decade under current policies.""",meter-mostly-true,2016,March,28
1908,"Says Hillary Clinton ""has been saying lately that she thinks that I am, 'not qualified to be president.' """,meter-mostly-false,2016,April,6
1909,Says Ted Cruz distributed the ad showing a nude Melania Trump on a rug.,meter-false,2016,March,29
1910,"When it comes to fighting terrorism, ""Another thing we know that does not work, based on lots of empirical evidence, is torture.""",meter-true,2016,March,22
1911,"Congress will begin its recess ""without having allocated one penny"" to fight Zika.",meter-mostly-true,2016,March,18
1912,"""The Trans-Pacific trade deal could cost America 448,000 more jobs.""",meter-mostly-true,2016,March,15
1913,"""To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.""",meter-mostly-true,2016,March,17
1914,"""When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.""",meter-false,2016,March,21
1915,"Under the Iran nuclear deal, ""we give them $150 billion, we get nothing.""",meter-false,2016,March,15
1916,"""The [Obama] administration’s regulatory assault on coal-fired energy has put thousands of Americans out of work""",meter-mostly-false,2016,January,15
1917,"As a sign of ""extraordinary progress,"" ""there are half as many (primary-age) children out of school today as there were 15 years ago.""",meter-mostly-true,2016,March,9
1918,"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, ""dragging the American flag on the ground like it was a piece of garbage.""",meter-true,2016,March,13
1919,"""More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.""",meter-mostly-true,2016,February,24
1920,"""More than once, I've actually had a conversation with the protesters on substance.""",meter-true,2016,March,13
1921,"Says Ted Cruz’s wife Heidi ""will be the very first pro-life first lady.""",meter-mostly-true,2015,November,21
1922,"Says Barack Obama ""has the legal authority to let in really however many refugees he wants, from whatever country.""",meter-mostly-true,2016,February,5
1923,"""Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump … and, that’s true nationally.""",meter-mostly-true,2016,March,6
1924,"Donald Trump has ""described Hillary Clinton as one of the best secretaries of state in history.""",meter-mostly-false,2016,February,28
1925,"Says Michael Bennet wants to close Guantanamo Bay prison and bring terrorists ""right here to Colorado.""",meter-false,2016,February,11
1926,"""The Great Wall of China, built 2,000 years ago, is 13,000 miles (long).""",meter-mostly-true,2016,March,2
1927,"""There is no evidence to support the claim that Guantanamo is used as a recruiting tool"" for terrorists.",meter-mostly-true,2016,February,23
1928,"The Chris Hani Baragwanath in South Africa is ""the world’s third-biggest hospital.""",meter-mostly-true,2016,February,29
1929,"""African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.""",meter-true,2016,February,23
1930,"Says ""Barack Obama is apparently not for vetting people and saying just anybody can come"" to the United States.",meter-false,2015,November,20
1931,"Says that in the Philippines more than a century ago, Gen. John Pershing ""took 50 bullets, and he dipped them in pigs’ blood,"" and shot 49 Muslim rebels. ""The 50th person, he said, ‘You go back to your people, and you tell them what happened.’ And for 25 years, there wasn’t a problem.""",meter-false,2016,February,19
1932,"With Obamacare, ""You have no options .. you can't get competitive bidding.""",meter-mostly-false,2016,February,21
1933,"Blocking a U.S. Supreme Court nomination during the remaining months of President Obama’s term ""would leave the nation’s highest court with an unprecedented year-long vacancy.""",meter-mostly-false,2016,February,16
1934,"Says Hillary Clinton won ""health care for 8 million children.""",meter-mostly-true,2016,February,15
1935,"Says Donald ""Trump supported impeachment of President (George W.) Bush.""",meter-true,2016,February,14
1936,"""It has been 80 years since a Supreme Court vacancy was nominated and confirmed in an election year. There is a long tradition that you don't do this in an election year.""",meter-mostly-true,2016,February,14
1937,"On the Iraq war, ""I said it loud and clear, 'You'll destabilize the Middle East.' """,meter-false,2016,February,13
1938,"Scott Fisher ""tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.""",meter-false,2016,February,10
1939,"""Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.""",meter-mostly-true,2016,February,4
1940,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,meter-true,2016,February,6
1941,"Says Pat Toomey visited Joe Sestak and other veterans in 2002 ""and then came home and voted against every veterans appropriations bill.""",meter-mostly-false,2016,January,25
1942,"""Tell me what Madeleine Albright’s position was on the War on Iraq. I wouldn’t be surprised if she supported it.""",meter-mostly-false,2016,February,7
1943,"Regarding the Iraq War, ""I was the one that said, ‘Don’t go, don’t do it, you’re going to destabilize the Middle East.’ """,meter-mostly-false,2016,February,6
1944,"Says Bernie Sanders advocated putting ""Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.""",meter-mostly-true,2016,February,4
1945,"China is ""practicing how to blow up our satellites.""",meter-true,2016,February,4
1946,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, ""the Democrats didn’t make that a partisan issue.""",meter-mostly-true,2016,January,25
