,claim,truth_value
850,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,meter-false
851,March 2022 moon crash was orchestrated by the government and visible from Earth.,meter-false
852,Ukraine was responsible for the Kramatorsk train station bombing.,meter-false
853,Fuel containing 15% ethanol will ruin a car engine.,meter-false
854,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”,meter-false
855,Ukraine is the “money laundering and child sex trafficking capital of the world!”,meter-false
856,Poland palace that Biden visited is fake.,meter-false
857,“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,meter-true
858,Photo of injured Ukrainian woman was from 2018 Russia gas explosion.,meter-false
859,"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged? What if they’re fake? What if the Ukrainian military killed them & then blamed Russia? I’m not saying any of this is true, I’m just asking the questions. Why can’t we ask these questions?”",meter-false
860,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",meter-false
861,"Says Barack Obama tweeted, “Has anyone checked to make sure Donald Trump doesn’t have a Russian birth certificate?”",meter-false
862,“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.”,meter-false
863,"A video taken from a car driving through Bucha, Ukraine, shows a corpse “moving his arm,” and then “in the rear view mirror the ‘corpse’ sits down.”",meter-false
864,"Says Mike Gibbons said ""military service doesn't count as real work.""",meter-false
865,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",meter-true
866,The Strategic Petroleum Reserve has “been mostly empty” for decades.,meter-false
867,A video shows crowds shouting profanity at Joe Biden.,meter-false
868,"“You go to a store, they don’t have bread.”",meter-false
869,"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.”",meter-true
870,Will Smith slapped Chris Rock “to take attention away from Ukraine.”,meter-false
871,"“The Space Foundation has erased the honors previously bestowed on Yuri Gagarin, the first man to ever be in space. His name was stripped ‘in light of current events.’”",meter-false
872,Putin beheaded bioweapon engineers in Ukraine.,meter-false
873,Gas prices are high “due to the Democrats’ war on fossil fuels.”,meter-false
874,The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,meter-true
875,A video shows Ukraine President Volodymyr Zelenskyy singing “Imagine” by John Lennon.,meter-false
876,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",meter-false
877,“The Simpsons” predicted Russia’s invasion of Ukraine.,meter-false
878,A photo of President Joe Biden leaving for Europe that the White House tweeted wasn’t actually taken on March 23.,meter-false
879,CNN tweeted a picture of a Serbian resort and said it was in Ukraine.,meter-false
880,Ukrainian President Volodymyr Zelenskyy wore a Nazi cross symbol.,meter-false
881,"""Documents were published confirming Moderna created the COVID-19 Virus.”",meter-false
882,Judge Ketanji Brown Jackson called former President George W. Bush and former Defense Secretary Donald Rumsfeld as “war criminals in a legal filing.”,meter-true
883,News networks covered Brett Kavanaugh’s confirmation hearing live but not Ketanji Brown Jackson’s hearing.,meter-false
884,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,meter-false
885,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",meter-false
886,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",meter-false
887,“Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.”,meter-false
888,Photos show “Ukrainian farmers are slowly starting to build their own army.”,meter-false
889,Russian President Vladimir Putin “was assassinated.”,meter-false
890,"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",meter-false
891,“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,meter-false
892,"A photo shows ""NATO resupplying Ukrainian farmers anti-tank supplies.""",meter-false
893,"""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",meter-false
894,“A West Virginia inspection sticker on an Uber” proves the car was not in Ukraine.,meter-false
895,"A recent on-air protest can’t be real because ""there are no live on air television broadcasts in Russia. None. Ever.”",meter-false
896,A video shows current “leaked footage of heavy war between Russia vs Ukraine”,meter-false
897,Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are “price gouging.”,meter-false
898,“We haven’t seen a single American megachurch offer anything to help Ukrainians.”,meter-false
899,“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,meter-true
900,“Wladimir Klitschko has auctioned off his 1996 Atlanta Olympic Games gold medal to raise money for the children of Ukraine.”,meter-true
901,"A video shows “massive explosion as Ukraine destroyed 280 Russian tanks to pieces using U.S. Javelin missiles.""",meter-false
902,"“While Ukrainians bled and died, Congressman Budd excused their killer.”",meter-false
903,Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the “Ghost of Kyiv.”,meter-false
904,"Classified documents from Ukraine “confirm without a shadow of a doubt” that the Ukraine government was “covertly preparing an offensive operation against Donbas, scheduled for March 2022.”",meter-false
905,“Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance”,meter-false
906,"Vice President Kamala Harris ""was asked about gasoline prices ... and she tried to defer to President Duda, the Polish president.""",meter-false
907,A Ukrainian combat medic who died in February was seen in a video Ukraine President Volodymyr Zelensky posted of his visit to see wounded soldiers.,meter-false
908,"The U.S. military has reinstated a draft, and women are included.",meter-false
909,Says Leonardo DiCaprio gave Ukraine $10 million.,meter-false
910,This video shows “Russian war in Ukraine.”,meter-false
911,"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",meter-false
912,"""Donald Trump's appeasement of Putin wasn't just a personal act of treason, it's the Republican Party's official position.""",meter-false
913,"U.S. imports 1% of its oil from Russia while “Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years.”",meter-true
914,Video shows Volodymr Zelenskyy singing “Endless Love” with his wife.,meter-false
915,"Two years ago we were “drilling our own oil for $27 a barrel.” Now, thanks to Joe Biden, we’re “paying $105 a barrel to Russia.”",meter-false
916,A Time magazine cover shows Vladimir Putin with Hitler’s mustache.,meter-false
917,U.S. has biological weapons labs in Ukraine.,meter-false
918,Video shows Russian President Vladimir Putin meeting with South Korea’s president.,meter-false
919,"""Gas is high because they shut down production in the U.S.” under the Biden administration.",meter-false
920,An image shows “Ukrainian soldiers praying.”,meter-false
921,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",meter-false
922,“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,meter-false
923,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”,meter-false
924,Dr. Anthony Fauci has not spoken or appeared publicly for several weeks.,meter-false
