,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
996,"Says the California congressional district he represents ""has a higher GDP than Russia.""",meter-false,2019,December,20
997,"Says the New York Times reported that Hillary Clinton and George Soros ""paid (a) woman to accuse Trump of sexual attack.""",meter-false,2019,November,29
998,"Says President Donald Trump ""has not given this Congress a single email, phone record or document.""",meter-mostly-true,2019,December,18
999,"""Ukraine blatantly interfered in our election.""",meter-false,2019,December,8
1000,"Says a photo shows an old Christmas tradition of women apologizing ""to their husbands for all the mistakes they made during the year and beg for forgiveness.""",meter-false,2019,December,9
1001,"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.""",meter-mostly-false,2019,December,9
1002,"Says the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",meter-false,2019,November,18
1003,"Says former Ukraine President Petro Poroshenko ""actively worked for Secretary Clinton.""",meter-false,2019,December,1
1004,"""The Ukrainian government just indicted the Burisma gas company & named Hunter Biden for accepting millions of dollars from a slush fund.""",meter-false,2019,November,20
1005,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",tom_ruling_pof,2019,November,15
1006,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",meter-false,2019,November,13
1007,"Says Democrats ""spent $40,000,000 of YOUR tax dollars trying to impeach Trump.""",meter-false,2019,November,11
1008,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",meter-mostly-true,2019,November,13
1009,"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.""",meter-false,2019,November,10
1010,"Says Jeb Bush tweeted ""Ok boomer"" at Donald Trump.",meter-false,2019,November,4
1011,"Says CNN called Abu Bakr al-Baghdadi an ""unarmed father of three.""",tom_ruling_pof,2019,October,27
1012,"Says Hillary Clinton ""paid for a Russian dossier to win an election,"" her husband ""made $500k for a Russian speech,"" ""sold 20% of US Uranium to Russia"" and her foundation ""received $150M from Russia.""",meter-mostly-false,2019,October,21
1013,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",meter-mostly-false,2019,October,21
1014,A photo shows a man grabbing a woman’s rear while watching the Apollo 8 launch in 1968.,meter-false,2019,October,22
1015,"""When my father became commander in chief of this country, we got out of all international business.""",tom_ruling_pof,2019,October,15
1016,"""The Kurds are much safer right now.""",meter-false,2019,October,16
1017,"Says Attorney General William Barr tweeted that the US ""gave Iran USA taxpayer dollars"" so Iran could purchase uranium from Russia.",tom_ruling_pof,2019,October,13
1018,"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President.""",meter-false,2019,October,9
1019,"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine.""",meter-false,2019,October,7
1020,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""",meter-false,2019,October,1
1021,"""Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump.""",meter-mostly-false,2019,September,29
1022,"""A lot of people are talking about"" the removal of a ""very fair prosecutor"" in Ukraine.",meter-false,2019,July,25
1023,"""80% of the world’s population lives in countries where religious liberty is in significant danger or even completely outlawed.""",meter-half-true,2019,September,24
1024,"""ICE has not deported or detained one white illegal immigrant.""",meter-false,2019,August,15
1025,"Says John Bolton ""fundamentally was a man of the left.""",tom_ruling_pof,2019,September,10
1026,Says actor Tim Allen wrote a lengthy anti-Democrat attack on Facebook.,meter-false,2019,September,1
1027,"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination.""",meter-mostly-false,2019,August,26
1028,"""The U.S. now leads the world in producing both oil and natural gas, and at the same time reducing energy-related emissions.""",meter-half-true,2019,August,14
1029,"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing.""",meter-mostly-false,2019,August,26
1030,"Says President Barack Obama made it ""legal"" for the media to ""purposely lie"" to the public when he ""quietly signed into law HR 4310 in 2012.""",meter-false,2019,August,20
1031,"""There’s a hacking conference that’s held every year in Las Vegas, where I think a 14- or 15-year old-girl from Florida hacked into a replica of Florida’s election system in less than 15 minutes.""",meter-mostly-false,2019,June,28
1032,"""The United States is the ONLY industrialized country without universal healthcare.""",meter-true,2019,April,30
1033,"A video of Mark Zuckerberg shows him talking about controlling ""billions of people’s stolen data"" to control the future.",tom_ruling_pof,2019,June,7
1034,"Says Donald Trump's claim that ""there was insufficient evidence and therefore, in our country, a person is innocent"" directly contradicts Special Counsel Robert Mueller’s statement.",meter-mostly-true,2019,May,29
1035,"Ohio ""thought that our (voting) machines were so awful we got rid of them, but South Carolina bought them. This is true. South Carolina bought all the machines we got rid of because they were not effective.""",meter-false,2019,May,8
1036,"When Joe Biden’s son Hunter was serving as ""a director to Ukraine’s largest private gas producer,"" the elder Biden ""threatened to withhold $1 BILLION in U.S. aid to Ukraine if they didn’t fire a prosecutor looking into"" the gas company.",meter-half-true,2019,May,2
1037,"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads.""",meter-true,2019,April,22
1038,"The Russia investigation ""was a coup. This was an attempted overthrow of the United States government.""",tom_ruling_pof,2019,April,25
1039,"Russia’s interference in the 2016 election amounted to ""a couple of Facebook ads.""",tom_ruling_pof,2019,April,23
1040,"""The White House fully cooperated with the Special Counsel’s investigation.""",meter-false,2019,April,18
1041,"Says Jimmy Carter was the last ""U.S. president to say flat out those (Israeli) settlements are illegal.""",meter-half-true,2019,April,14
1042,A photo shows Muslims laughing in front of a burning Notre Dame.,tom_ruling_pof,2019,April,15
1043,The Mueller report was leaked.,tom_ruling_pof,2019,April,1
1044,"Says Donna Brazile is a ""criminal.""",meter-false,2019,March,18
1045,"""The FBI said (former national security adviser Michael Flynn) wasn't lying.""",meter-false,2019,March,27
1046,"""We could build 30 walls with the $150 billion Obama gave to Iran.""",meter-false,2019,March,21
1047,"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians.""",tom_ruling_pof,2019,March,13
1048,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",meter-mostly-true,2019,February,27
1049,"""CNN uses the same girl in 3 different Refugee Crisis pictures being saved by 3 different men.""",meter-false,2019,February,25
1050,"Says Mitch McConnell's ""biggest donor"" is a ""Russian oligarch that the GOP just lifted sanctions on.""",meter-false,2019,January,31
1051,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",meter-mostly-false,2019,February,7
1052,"Say that former Clinton Foundation CEO Eric Braverman ""has been missing for 70+ days.""",tom_ruling_pof,2019,January,14
1053,"Says the Trump administration has ""a scheme to try to take (Oleg Deripaska’s) ownership level down from 70 percent to roughly 40, 45"" so that the Russian company is no longer subject to sanctions.",meter-half-true,2019,January,13
1054,"""The reason Russia was in Afghanistan was because terrorists were going into Russia.""",tom_ruling_pof,2019,January,2
1055,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false,2018,December,20
1056,"Says ""Cost of Mueller’s investigation: $3,200,000; Benghazi ""investigation"": $7,000,000; Trump’s golfing trips: $83,000,000; New debt from Republican tax bill: $1,500,000,000,000.""",meter-half-true,2018,December,9
1057,"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax.""",tom_ruling_pof,2018,December,18
1058,"Says Hillary Clinton sold 20 percent of America’s uranium to Russia and then ""the Russian government gave $145 million to the Clinton Foundation."" Former FBI Director and special counsel Robert Mueller ""delivered it.""",meter-mostly-false,2018,December,5
1059,"""Red trees are significant to the early Christian church. In eastern Europe, the church would dye the trees red to symbolize the blood of Jesus & the resurrection.""",meter-false,2018,November,29
