Unnamed: 0,claim,year_of_publish,month_of_publish,day_of_publish,truth_value
830,"Says video shows ""Ukrainian forces shoot down Russian plane carrying hundreds (of) troops on Kyiv airport.""",2022,May,5,meter-false
831,“Space X’s Starlink internet constellation has angered Russia as it was reported that the Starlink satellite constellation was used to guide the fire” on the Russian ship Moskva.,2022,April,30,meter-false
832,NBC News “covered up Hunter Biden laptop story.”,2022,May,2,meter-false
833,“The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.”,2022,April,17,meter-false
834,Images show the Ukrainian flag being replaced by the Soviet Union flag in Mariupol in 2022.,2022,April,18,meter-false
835,"Blinken, Austin trip to Kyiv may have been staged",2022,April,25,meter-false
836,"“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”",2022,April,27,meter-false
837,Photo of unbroken windows proves war in Ukraine is fake.,2022,April,23,tom_ruling_pof
838,Fires at food processing plants are an “attempt to starve us.”,2022,April,22,meter-false
839,Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.,2022,April,23,tom_ruling_pof
840,A video shows the Russian warship Moskva exploding.,2022,April,14,meter-false
841,“The White House presented commemorative coins” dedicated to Ukraine President Volodymyr Zelenskyy.,2022,April,17,meter-false
842,"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",2022,April,16,meter-false
843,"After Russia invaded Ukraine, Google Maps “opened all military and strategic facilities in Russia.”",2022,April,18,meter-false
844,A photo shows students in Lviv celebrating Adolf Hitler’s birthday.,2022,April,20,tom_ruling_pof
845,"Vladimir Putin “released 35,000 children from tunnels and subway in Ukraine.”",2022,April,16,tom_ruling_pof
846,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”",2022,April,5,meter-mostly-true
847,"Vladimir Putin “ended the Rothschild's control over Russia by nationalizing the Russian centralized bank.""",2018,March,14,meter-false
848,"Joe Biden's spending “has sent prices skyrocketing.""",2022,April,13,meter-half-true
849,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,2022,April,15,tom_ruling_pof
850,March 2022 moon crash was orchestrated by the government and visible from Earth.,2022,April,11,meter-false
851,Ukraine was responsible for the Kramatorsk train station bombing.,2022,April,13,meter-false
852,Fuel containing 15% ethanol will ruin a car engine.,2022,April,12,meter-mostly-false
853,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”,2022,March,26,meter-false
854,Ukraine is the “money laundering and child sex trafficking capital of the world!”,2022,April,7,meter-false
855,Poland palace that Biden visited is fake.,2022,April,6,meter-false
856,“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,2022,April,1,meter-half-true
857,Photo of injured Ukrainian woman was from 2018 Russia gas explosion.,2022,February,27,meter-false
858,"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged? What if they’re fake? What if the Ukrainian military killed them & then blamed Russia? I’m not saying any of this is true, I’m just asking the questions. Why can’t we ask these questions?”",2022,April,4,meter-false
859,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",2022,April,6,tom_ruling_pof
860,"Says Barack Obama tweeted, “Has anyone checked to make sure Donald Trump doesn’t have a Russian birth certificate?”",2022,April,2,meter-false
861,“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.”,2022,April,4,meter-false
862,"A video taken from a car driving through Bucha, Ukraine, shows a corpse “moving his arm,” and then “in the rear view mirror the ‘corpse’ sits down.”",2022,April,3,meter-false
863,"Says Mike Gibbons said ""military service doesn't count as real work.""",2022,March,26,meter-false
864,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",2022,March,7,meter-half-true
865,The Strategic Petroleum Reserve has “been mostly empty” for decades.,2022,March,31,meter-false
866,A video shows crowds shouting profanity at Joe Biden.,2022,March,27,meter-false
867,"“You go to a store, they don’t have bread.”",2022,March,29,meter-false
868,"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.”",2022,March,19,meter-half-true
869,Will Smith slapped Chris Rock “to take attention away from Ukraine.”,2022,March,28,meter-false
870,"“The Space Foundation has erased the honors previously bestowed on Yuri Gagarin, the first man to ever be in space. His name was stripped ‘in light of current events.’”",2022,March,20,meter-mostly-false
871,Putin beheaded bioweapon engineers in Ukraine.,2022,March,23,tom_ruling_pof
872,Gas prices are high “due to the Democrats’ war on fossil fuels.”,2022,March,18,meter-mostly-false
873,The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,2022,March,17,meter-half-true
874,A video shows Ukraine President Volodymyr Zelenskyy singing “Imagine” by John Lennon.,2022,March,19,meter-false
875,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",2022,March,28,meter-false
876,“The Simpsons” predicted Russia’s invasion of Ukraine.,2022,March,5,meter-false
877,A photo of President Joe Biden leaving for Europe that the White House tweeted wasn’t actually taken on March 23.,2022,March,23,meter-false
878,CNN tweeted a picture of a Serbian resort and said it was in Ukraine.,2022,March,21,meter-false
879,Ukrainian President Volodymyr Zelenskyy wore a Nazi cross symbol.,2022,March,16,meter-false
880,"""Documents were published confirming Moderna created the COVID-19 Virus.”",2022,March,14,meter-false
881,Judge Ketanji Brown Jackson called former President George W. Bush and former Defense Secretary Donald Rumsfeld as “war criminals in a legal filing.”,2022,March,22,meter-half-true
882,News networks covered Brett Kavanaugh’s confirmation hearing live but not Ketanji Brown Jackson’s hearing.,2022,March,22,meter-false
883,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,2022,March,13,meter-false
884,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",2022,March,11,tom_ruling_pof
885,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",2022,March,17,tom_ruling_pof
886,“Ukraine has been shooting residents of Donetsk and Lugansk just because they wanted to speak Russian.”,2022,March,20,meter-false
887,Photos show “Ukrainian farmers are slowly starting to build their own army.”,2022,March,16,meter-false
888,Russian President Vladimir Putin “was assassinated.”,2022,March,19,tom_ruling_pof
889,"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",2022,March,14,meter-false
890,“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,2022,March,2,meter-false
891,"A photo shows ""NATO resupplying Ukrainian farmers anti-tank supplies.""",2022,March,10,meter-false
892,"""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",2022,March,15,tom_ruling_pof
893,“A West Virginia inspection sticker on an Uber” proves the car was not in Ukraine.,2022,March,13,meter-false
894,"A recent on-air protest can’t be real because ""there are no live on air television broadcasts in Russia. None. Ever.”",2022,March,15,meter-false
895,A video shows current “leaked footage of heavy war between Russia vs Ukraine”,2022,March,15,meter-false
896,Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are “price gouging.”,2022,March,14,meter-false
897,“We haven’t seen a single American megachurch offer anything to help Ukrainians.”,2022,March,7,meter-false
898,“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,2022,March,14,meter-mostly-true
899,“Wladimir Klitschko has auctioned off his 1996 Atlanta Olympic Games gold medal to raise money for the children of Ukraine.”,2022,March,14,meter-half-true
900,"A video shows “massive explosion as Ukraine destroyed 280 Russian tanks to pieces using U.S. Javelin missiles.""",2022,March,12,meter-false
901,"“While Ukrainians bled and died, Congressman Budd excused their killer.”",2022,March,8,meter-mostly-false
902,Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the “Ghost of Kyiv.”,2022,March,4,meter-false
903,"Classified documents from Ukraine “confirm without a shadow of a doubt” that the Ukraine government was “covertly preparing an offensive operation against Donbas, scheduled for March 2022.”",2022,March,9,meter-false
904,“Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance”,2022,March,10,meter-false
905,"Vice President Kamala Harris ""was asked about gasoline prices ... and she tried to defer to President Duda, the Polish president.""",2022,March,13,meter-false
906,A Ukrainian combat medic who died in February was seen in a video Ukraine President Volodymyr Zelensky posted of his visit to see wounded soldiers.,2022,March,13,meter-false
907,"The U.S. military has reinstated a draft, and women are included.",2022,February,26,tom_ruling_pof
