id,claim,desc,truth_value
454,"As Fighting Gets Closer, a Kyiv Hospital Treats the War’s Atrocities","As Russian bombings have grown more indiscriminate, hospitals in Ukraine have become perilous places to work.",meter-true
455,,,meter-true
456,"Iran Nuclear Deal Nears Completion, but Russia Poses Complication","With the world eager to wean itself from Russian oil after the invasion of Ukraine, negotiators appeared close to signing a revived nuclear pact with Iran and lifting sanctions. Then Moscow put up a hurdle.",meter-true
457,An Olympic Marathoner’s Journey From Kenya to the Front Lines in Ukraine,"Mykola Nyzhnyk was training in Kenya, the world’s distance running hotbed, when he was called up to fight in the war.",meter-true
458,Brittney Griner’s Impact Is Clear as W.N.B.A. Fans Await Word From Russia,"Griner, one of the world’s best basketball players, was detained in Russia on what customs officials described as drug charges. Fans are worried.",meter-true
459,A Reading Crisis,"Reading is fundamental, and about a third of young U.S. children are missing  benchmarks.",meter-true
460,U.S. Bans Russian Oil,McDonald’s and other big American brands are suspending operations in Russia.,meter-true
461,Your Tuesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
462,U.S. Intelligence Officials Say Putin Underestimated Ukraine’s Strength,Top officials told the House Intelligence Committee that they believed President Vladimir V. Putin of Russia will continue using his brutal war tactics to try to control Ukraine.,meter-true
463,"Putin Has No Good Way Out, and That Really Scares Me","He’s not a man to admit defeat, so he could just keep doubling down.",meter-true
464,New Rules for a New World,Ukraine’s brave stand should be an opportunity to rethink the way in which we look at foreign affairs for the next decade. ,meter-true
465,Spy Agencies Cite Russia’s Setbacks but Say Putin Is ‘Unlikely to Be Deterred’,Top U.S. intelligence officials told Congress that the Russian leader had underestimated Ukrainian resolve and Western cohesion but was “doubling down” to achieve his goals.,meter-true
466,,,meter-true
467,"Quoting Churchill and Shakespeare, Ukraine Leader Vows No Surrender","In a dramatic video address to Britain’s House of Commons, President Volodymyr Zelensky of Ukraine said he would never capitulate to the invading Russians.",meter-true
468,"Biden Bans Oil Imports From Russia, Calling It a ‘Blow to Putin’s War Machine’",Officials said President Biden had struggled for days over the move amid deep concerns about accelerating the already rapid rise in the price of gasoline.,meter-true
469,"Woman Hid Moscow Ties While Pushing ‘I Love Russia’ Propaganda, U.S. Says",Elena Branson was charged with violating federal laws requiring agents of foreign governments to disclose their official ties.,meter-true
470,Your Wednesday Briefing,Western moves to isolate Russia.,meter-true
471,How the War in Ukraine Hurt a Gas Station Owner on Long Island,"Ganesh Lall is Guyanese, but customers are shunning his station because of its Russian name.",meter-true
472,"Republicans, Once Harsh Ukraine Critics, Pivot to Strong Support","In a matter of weeks, the center of gravity on Ukraine has sharply shifted among Republicans, muffling doubts about U.S. involvement and dismissing questions about the recent past.",meter-true
473,"Loss of Russian Oil Leaves a Void Not Easily Filled, Straining Market","Global production will take time to ramp up, so the U.S. and other buyers will chase limited supplies, creating upheaval unseen in decades.",meter-true
474,There Are Glimmers of Hope for Biden. Or Maybe Slivers.,"“Biden is finally getting some good news after a long period of horrible events,” says one Republican strategist.",meter-true
475,"Changed Itineraries, Higher Fares: How the War in Ukraine Is Affecting Travel","How travelers feel the effects of Russia’s assault on Ukraine depends largely on where they’re going, though the price of oil will weigh on all airfares, even domestic.",meter-true
476,"Will Banning Russian Oil Hurt Russia, or the U.S.?",It is the United States’ most dramatic step yet to punish President Vladimir V. Putin for waging war on Ukraine.,meter-true
477,,,meter-true
478,Biden Takes Step Toward Regulating Cryptocurrencies,The president signed an executive order that will coordinate efforts among financial regulators to better understand the risks and opportunities presented by digital assets.,meter-true
479,Do Covid Precautions Work?,"Yes, but they haven’t made a big difference.",meter-true
480,Russia’s Other Contest With the West: Economic Endurance,Which side can maintain domestic support as the war costs regular citizens could also determine the outcome in Ukraine.,meter-true
481,A New Iron Curtain Is Falling,The isolation of the Russian economy is striking in its speed and scope.,meter-true
482,Ukraine’s first lady emerges into the spotlight to condemn Russia’s invasion and plead for help.,Olena Zelenska says in a letter that Russian forces are engaged in the “mass murder of civilians” and reiterates her husband’s call for a no-fly zone.,meter-true
483,Why California Gas Prices Are Especially High,"At more than $5 per gallon, gasoline is more expensive here than anywhere else in the nation.",meter-true
484,"Companies Are Getting Out of Russia, Sometimes at a Cost","Under pressure from investors and consumers, many Western companies are unwinding their investments, closing stores and pausing sales in Russia.",meter-true
485,They Predicted the Ukraine War. But Did They Still Get It Wrong?,What Putin’s invasion has revealed about realism and idealism in foreign policy.,meter-true
486,"No Ikea Shelves, No Levis: The Retail Exodus From Russia Is On","Since the invasion of Ukraine began, the increasing financial and reputational risks of doing business in Russia are leading Western brands to halt operations.",meter-true
487,Fiction With a Covid Theme: Will It Sell?,Two writers and a social worker discuss the challenges of writing books about the pandemic. Also: Photojournalists’ bravery; Ukraine’s lithium; crosswalk danger.,meter-true
488,,,meter-true
489,"With Humor, and a Nod to History, Johnson and Zelensky Find a Rapport","Forging an alliance with President Volodymyr Zelensky of Ukraine was a natural for Boris Johnson, Britain’s prime minister. The two share a sense of the moment.",meter-true
490,Will Russia’s Isolation Last?,Foreign companies and tech powers are increasingly pressured to cut ties over political crises. But then what?,meter-true
491,Volodymyr Zelensky Is Playing the Role of His Life,"In his TV sitcom and now at war, Ukraine’s actor-president has modeled an idea of leadership that is very different from Vladimir Putin’s.",meter-true
492,Biden Restores California’s Power to Set Stringent Tailpipe Rules,The state is expected to write strict auto pollution standards designed to significantly speed the transition to electric vehicles and influence new federal rules.,meter-true
493,How a Playground for the Rich Could Undermine Sanctions on Oligarchs,"Allies of President Vladimir Putin, arriving on private jets and yachts, are still welcome in the U.A.E., which has yet to condemn the Ukraine invasion or enforce sanctions.",meter-true
494,C.E.O.s Are Going Out of Their Way to Punish Russia,Companies used to be more wary of political involvement.,meter-true
495,"After a Week of Siege, Bloodied Mariupol Plans Mass Graves","Under a relentless Russian barrage, there is no heat or electricity, and people are boiling snow for water. A 6-year-old died of dehydration, the authorities said.",meter-true
496,‘I Must Save My Mom’: The Women Returning to Ukraine,"As millions seek to escape Russia’s invasion of Ukraine, 200,000 people have gone the other way, toward the fighting. Many are women, risking the dangers of war to rescue relatives or defend their homes.",meter-true
