id,claim,desc,truth_value
491,Ukraine’s Allies Pledge to Send Major Infusion of Military Aid,"As representatives from dozens of countries prepared to attend a war-planning meeting in Germany, the talk was of missiles, air defense and — above all — tanks.",meter-true
492,Biden Against the Wounded Extremists,The shape of his governing style is coming into focus.,meter-true
493,C.I.A. Director Visited Kyiv for Meeting With Zelensky,"The director, William J. Burns, has made periodic visits to Ukraine to meet with intelligence officials and to exchange information with the country’s president.",meter-true
494,Your Thursday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
495,South Africa to Hold Naval Drill With Russia and China Amid Ukraine War,"The 10-day naval exercises are a show of diplomatic independence for South Africa, which is part of an alliance with Brazil, Russia, India and China — known as BRICS.",meter-true
496,Your Friday Briefing: Ardern’s Exit,"Also, the U.S. hit its debt limit and Western allies discuss sending tanks to Ukraine.",meter-true
497,Why Tanks Are Tripping Up the West,Western nations are amping up offensive military power for Ukraine in almost every category except the one Kyiv says it needs the most. Here’s why.,meter-true
498,"In Davos, a Skirmish Over the Role of Oil States at Climate Talks",John Kerry defended the choice of an oil executive to run the next climate talks while Greta Thunberg and others raised an alarm.,meter-true
499,,,meter-true
500,Leopard 2 tanks could help Ukraine in a new Russian offensive.,"One of the world’s leading battle tanks, the German-made Leopard 2 has sophisticated targeting capabilities, even in rough terrain.",meter-true
501,Why Some Executives Wish E.S.G. ‘Just Goes Away’,"The environmental, social and corporate governance investment trend is booming, but it has also become a big distraction for business leaders.",meter-true
502,Why the U.S. Is Sending More Powerful Weapons to Ukraine,Efforts to arm Kyiv have stepped up in the past few weeks as the war enters a critical phase.,meter-true
503,Biden Administration Invites Ordinary Americans to Help Settle Refugees,The program to speed up refugee arrivals will allow private citizens to sponsor families in their communities after raising funds and undergoing training.,meter-true
504,Entrepreneurs Flee China’s Heavy Hand: ‘You Don’t Have to Stay There’,"Weary of crackdowns and lockdowns, businesspeople are moving out of China and taking their wealth with them. Many have found a new home in Singapore.",meter-true
505,Ukraine says it will take time to determine the cause of a helicopter crash that killed 14 people.,"The helicopter came down near a kindergarten and a residential building outside Kyiv, killing the interior minister and others and causing severe damage.",meter-true
506,Your Thursday Briefing,A helicopter crash in Ukraine and the resignation of Jacinda Ardern.,meter-true
507,Helicopter Crash Kills Ukrainian Minister in Blow to Wartime Leadership,"The crash in a suburb of Kyiv killed at least 14 people, officials said, including the interior minister, a top adviser to President Volodymyr Zelensky, who oversaw Ukraine’s domestic security.",meter-true
508,What It’s Like to Be a Teenager Now: The Winners of Our Coming of Age in 2022 Contest,"24 comics, paintings, photos, drawings and collages tell a nuanced story.",meter-true
509,Where Moms Hover Over Starving Children,"With famine threatening Somalia, tiny sums can save kids’ lives.",meter-true
510,,,meter-true
511,"At Wartime Davos Forum, Calls for European Unity Are Eased by Relief","“Our energy supply for this winter is secure,” Germany’s chancellor declared as government and business leaders gathered at the World Economic Forum.",meter-true
512,Your Wednesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
513,Dozens of Russian officials publicly denounce Navalny’s treatment in prison.,"Their open letter to President Vladimir V. Putin is the latest in a series of public appeals from within Russia, despite his crackdown on dissent.",meter-true
514,A Deadly Helicopter Crash,Plus the U.S. stance on helping Ukraine target Crimea is shifting.,meter-true
515,Your Thursday Briefing: A Deadly Helicopter Crash in Ukraine,"Also, why economists are alarmed about China’s demographic crisis.",meter-true
516,U.S. Warms to Helping Ukraine Target Crimea,The Biden administration is considering the argument that Kyiv needs the power to strike at the Ukrainian peninsula annexed by Russia in 2014.,meter-true
517,"‘Tragedies are outpacing life’: In a video address at Davos, Zelensky mourns the dead and pleads for help.","At the start of his address, the Ukrainian president called for a minute of silence to honor the country’s minister of internal affairs.",meter-true
518,A Conductor on a Mission to Help Ukraine,"Dalia Stasevska, who leads the New York Philharmonic this week, has raised money for and delivered supplies to Ukraine, where she was born.",meter-true
519,"Tinkering with tape, a scale and a 3-D printer, one Ukrainian unit is on a quest to build the perfect grenade.",,meter-true
520,Ukraine Minister Killed in Helicopter Crash Oversaw Some Security Forces,Denys Monastyrsky was the highest-ranking Ukrainian government official to die since Russia’s invasion began in February last year.,meter-true
521,,,meter-true
522,Your Wednesday Briefing,China puts on a brave face at Davos.,meter-true
523,Untested German Defense Minister Has Allies Watching Closely,"Boris Pistorius, the new defense minister, is seen as a skilled politician but, entering a world stage on which Ukraine is at war, he may pose a risk for Chancellor Olaf Scholz.",meter-true
524,Pentagon Sends U.S. Arms Stored in Israel to Ukraine,Israeli officials had initially expressed concerns that the move could damage its relations with Russia.,meter-true
525,"At a Pivotal Moment in Ukraine, U.S. and Allies Will Decide on Sending Arms","Ukraine has a narrow window of time to retake more territory ahead of an expected Russian spring offensive, but to do that it needs weapons like armored vehicles.",meter-true
526,Your Tuesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
527,The Fantasyland of Miss Universe Meets Current Events,Can a beauty pageant become a seminar on global politics and commerce?,meter-true
528,Your Wednesday Briefing: China’s Dual Crises,"Last year, China’s economy had one of its worst performances in decades. Its population is also shrinking.",meter-true
529,China Returns to Davos With Clear Message: We’re Open for Business,"Emerging from coronavirus lockdown to a world changed by the war in Ukraine, China sought to convey reassurance about its economic health.",meter-true
530,Kellyanne Conway’s View of Donald Trump,Readers critique her analysis of her former boss’s strengths and weaknesses. Also: Russia’s aggression in Ukraine; robots’ self-awareness.,meter-true
531,Can We Put a Price Tag on Nature?,"Oil is lucrative, protecting the Amazon is not. We visited a community that has to live with the consequences.",meter-true
532,,,meter-true
533,Ukrainian First Lady Addresses World Economic Forum,"Olena Zelenska, the wife of President Volodymyr Zelensky, speaking at the World Economic Forum in Davos, Switzerland, to rally aid for Ukraine in its war against Russia.",meter-true
534,"School Is in Session, Power or Not","In Kyiv, Ukraine’s capital, Russian strikes and power outages are part of the school day. Teachers and students press on with resolve.",meter-true
535,Davos Worries About a ‘Polycrisis’,So many global troubles have arisen that the political and business leaders at the World Economic Forum in Switzerland have adopted a buzzword to capture the moment.,meter-true
536,"A Wagner fighter defects to Norway, promising to expose Russian war crimes in Ukraine.",The rare defection by a former member of the notorious Russian paramilitary force could aid investigations into Moscow’s atrocities.,meter-true
537,A Better Covid Winter,Covid hospitalizations have not surged so far this season.,meter-true
538,Germany Appoints New Defense Minister as Pressure Mounts Over Ukraine,The appointment of Boris Pistorius comes as Germany faces increasing calls to send Leopard 2 tanks to Ukraine.,meter-true
539,Zelensky pushes allies to move faster with aid as fears grow of a new Russian offensive.,,meter-true
540,A Hunger for the Truth: Two Middle Grade Novels About Brave Children in 1930s Ukraine,"In “The Lost Year” and “Winterkill,” young people fight to expose secrets and lies during the Great Famine.",meter-true
