,Unnamed: 0,Unnamed: 0.1,claim,truth_value,source,simple_sentence
890,890,890,Marina Ovsyannikova has joined Germany's Die Welt a month after she interrupted a live Russian state TV broadcast to protest the war in Ukraine.,meter-true,washington-post,Marina Ovsyannikova has joined Germany's Die Welt a month after she interrupted a live Russian state TV broadcast to protest the war in Ukraine..
891,891,891,Here’s what our survey of Middle East scholars found.,meter-true,washington-post,Here’s what our survey of Middle East scholars found..
892,892,892,"Ukraine's president has called for global protests in solidarity with his country, and demonstrators have taken to the streets in many nations to protest the Russian invasion.",meter-true,washington-post,Ukraine 's president has called for global protests in solidarity with his country. Demonstrators have taken to the streets in many nations to protest the Russian invasion. . .
893,893,893,"The 41-year-old mother's mental health had deteriorated after her native Russia invaded Ukraine, her husband told police.",meter-true,washington-post,"The 41-year-old mother 's mental health had deteriorated after her native Russia invaded Ukraine , her husband told police . ."
894,894,894,"The open-ended war in Ukraine has thrown the Pentagon’s long-term planning into question, with senior U.S. defense officials expected to revamp how they deploy military forces in Eastern Europe and the Baltics amid deepening anxiety over Russia’s broader ambitions.",meter-true,washington-post,The open-ended war in Ukraine has thrown the Pentagon ’ s long-term planning into question  with senior U.S. defense officials expected to revamp how they deploy military forces in Eastern Europe amid deepening anxiety over Russia ’ s broader ambitions . The open-ended war in Ukraine has thrown the Pentagon ’ s long-term planning into question  with senior U.S. defense officials expected to revamp how they deploy military forces in the Baltics amid deepening anxiety over Russia ’ s broader ambitions . .
895,895,895,"The war in Ukraine looms large, but it hasn’t fundamentally shifted the election’s key currents.",meter-true,washington-post,The war in Ukraine looms large  ’ t fundamentally shifted  the election ’ s key currents . It  ’ t fundamentally shifted  the election ’ s key currents . Hasn  ’ t fundamentally shifted  the election ’ s key currents . .
896,896,896,"Russian troops left a Danish island after World War II, offering a blueprint for getting them out of Ukraine.",meter-true,washington-post,"Russian troops left a Danish island after World War II, offering a blueprint for getting them out of Ukraine.."
897,897,897,"Sieges, bombardments of civilian areas, disinformation: These are the tactics Russia is recycling in Ukraine from its intervention in Syria.",meter-true,washington-post,"Sieges , , bombardments of civilian areas , , disinformation . Russia is recycling in Ukraine from its intervention in Syria . Russia recycling in Ukraine from its intervention in Syria . ."
898,898,898,"The E.U. is expected to pressure China over its support for Russia, while Beijing is said to be dismayed with the bloc's backing of the U.S. position on the war in Ukraine.",meter-true,washington-post,The E.U.Is expected to pressure China over its support for Russia. Beijing is said to be dismayed with the bloc 's backing of the U.S. position on the war in Ukraine . .
899,899,899,"Thousands of IT professionals are fleeing the country, creating a brain drain that may never be reversed.",meter-true,washington-post,"Thousands of IT professionals are fleeing the country , , creating a brain drain that may never be reversed . Thousands of IT professionals may never be reversed . Thousands of IT professionals be reversed . Thousands of IT professionals reversed . ."
900,900,900,The Russian president has given no signs of wavering despite mounting military losses.,meter-true,washington-post,The Russian president has given no signs of wavering despite mounting military losses..
901,901,901,"NATO estimates that up to 40,000 Russian troops have been killed, wounded or taken prisoner so far in Ukraine, a senior alliance official said.",meter-true,washington-post,NATO estimates that up to 40000 Russian troops have been killed  a senior alliance official said . NATO estimates that up to 40000 Russian troops have been wounded  a senior alliance official said . NATO estimates that up to 40000 Russian troops have been taken prisoner so far in Ukraine  a senior alliance official said . .
902,902,902,"“A month ago, I was busy wearing a suit and tie,” says a Ukrainian lawyer turned soldier. “Now I command 140 people.”",meter-true,washington-post,“ A month ago  I was busy wearing a suit.  tie  ” says a Ukrainian lawyer turned soldier. . “Now I command 140 people.” .
903,903,903,"Though the U.S. has warned China against aiding Russia in its war, Xi Jinping has made a long-term bet on military cooperation with Russia.",meter-true,washington-post,Xi Jinping has made a long-term bet on military cooperation with Russia . the U.S. has has warned China against aiding Russia in its war . the U.S. has warned China against aiding Russia in its war . the U.S. has aiding Russia in its war . .
904,904,904,"For Gen Xers who grew up with songs like Frankie Goes to Hollywood’s “Two Tribes” and movies like “The Day After,” 1980s Cold War pop culture is feeling uncomfortably timely again.",meter-true,washington-post,For Gen Xers s “ Two Tribes ” like “ The Day After pop culture is feeling uncomfortably timely again . For Gen Xers s “ Two Tribes ” like “ The Day ” 1980s Cold War pop culture is feeling uncomfortably timely again . For Gen Xers s movies like “ The Day After pop culture is feeling uncomfortably timely again . For Gen Xers s movies like “ The Day ” 1980s Cold War pop culture is feeling uncomfortably timely again . Grew up with songs like Frankie Goes to Hollywood ’ s “ Two Tribes ” movies like “ The Day After pop culture is feeling uncomfortably timely again . Grew up with songs like Frankie Goes to Hollywood ’ s “ Two Tribes ” movies like “ The Day ” 1980s Cold War pop culture is feeling uncomfortably timely again . Grew up with songs like Frankie Goes to Hollywood ’ s “ ” movies like “ The Day After pop culture is feeling uncomfortably timely again . Grew up with songs like Frankie Goes to Hollywood ’ s “ ” movies like “ The Day ” 1980s Cold War pop culture is feeling uncomfortably timely again . .
