,nc,1,claim,0,nt
645,Манипуляция: Большинство поляков поддерживает ввод войск в Украину – для оккупации Западной Украины,meter-false,Manipulation: Most Poles Support Bringing Troops to Ukraine to Occupy Western Ukraine,Most Poles Support Bringing Troops to Ukraine to Occupy Western Ukraine,Manipulation
646,Фейк: Украина прекратит все выплаты в Херсонской области,meter-false,Fake: Ukraine will stop all payments in the Kherson region,Ukraine will stop all payments in the Kherson region,Fake
647,Фейк: ОБСЕ обеспечивала «Азов» связью и разведданными в Мариуполе,meter-false,Fake: OSCE provided Azov with communications and intelligence in Mariupol,OSCE provided Azov with communications and intelligence in Mariupol,Fake
648,Фейк: В Болгарии украинских беженцев выгоняют из отелей ￼,meter-false,"Fake: In Bulgaria, Ukrainian refugees are kicked out of hotels ￼","In Bulgaria, Ukrainian refugees are kicked out of hotels ￼",Fake
649,Фейк: Киев и Евросоюз «ухудшали положение фермеров»  в Херсонской области￼,meter-false,"Fake: Kyiv and the European Union ""worsened the situation of farmers"" in the Kherson region￼","Kyiv and the European Union ""worsened the situation of farmers"" in the Kherson region￼",Fake
650,Фейк: Украина готовится «сдать» Запорожье России,meter-false,Fake: Ukraine is preparing to “surrender” Zaporozhye to Russia,Ukraine is preparing to “surrender” Zaporozhye to Russia,Fake
651,Фейк: Запад «врет» о краже украинского зерна Россией,meter-false,Fake: The West “lies” about the theft of Ukrainian grain by Russia,The West “lies” about the theft of Ukrainian grain by Russia,Fake
652,Фейк: ВСУ оборудовали склады с боеприпасами на птицефабрике в Харьковской области,meter-false,Fake: Armed Forces of Ukraine Equipped Ammunition Depots at a Poultry Farm in Kharkiv Region,Armed Forces of Ukraine Equipped Ammunition Depots at a Poultry Farm in Kharkiv Region,Fake
653,Фейк: Обломки «Мрии» увезли на утилизацию,meter-false,Fake: The wreckage of the Mriya was taken away for disposal,The wreckage of the Mriya was taken away for disposal,Fake
654,Фейк: Украина накопила огромные запасы урана и плутония на Запорожской АЭС для создания ядерной...,meter-false,Fake: Ukraine has accumulated huge reserves of uranium and plutonium at the Zaporozhye nuclear power plant to create a nuclear ...,Ukraine has accumulated huge reserves of uranium and plutonium at the Zaporozhye nuclear power plant to create a nuclear ...,Fake
655,Фейк: Власти Херсонской области «просят разместить» российскую военную базу,meter-false,Fake: Authorities of Kherson region are “asking to host” a Russian military base,Authorities of Kherson region are “asking to host” a Russian military base,Fake
656,Фотофейк: Генерал армии США Эрик Олсон сдался в плен на «Азовстали»,meter-false,Photofake: U.S. Army General Eric Olson surrendered at Azovstal,U.S. Army General Eric Olson surrendered at Azovstal,Photofake
